Date;Day;Week;Month;Product;Division;Actual Cost ($);Target Overage vs Budget %;Allocated Budget ($);Variance ($);Variance %
2025-02-21;Friday;Week 8;Month 2;Customer App;Product Engineering;$0,76;3,50%;$0,73;$0,03;3,50%
2025-02-21;Friday;Week 8;Month 2;Innovation Lab Projects;AI Engineering;$1,32;13,00%;$1,17;$0,15;13,00%
2025-02-21;Friday;Week 8;Month 2;Innovation Lab Projects;Business Analytics;$132,67;11,00%;$119,52;$13,15;11,00%
2025-02-21;Friday;Week 8;Month 2;Innovation Lab Projects;Data Engineering;$84,90;12,00%;$75,80;$9,10;12,00%
2025-02-21;Friday;Week 8;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$162,33;12,50%;$144,29;$18,04;12,50%
2025-02-21;Friday;Week 8;Month 2;Innovation Lab Projects;Product Engineering;$180,94;11,50%;$162,28;$18,66;11,50%
2025-02-21;Friday;Week 8;Month 2;Internal Data Platform;AI Engineering;$124,75;8,00%;$115,51;$9,24;8,00%
2025-02-21;Friday;Week 8;Month 2;Internal Data Platform;Business Analytics;$60,90;6,00%;$57,45;$3,45;6,00%
2025-02-21;Friday;Week 8;Month 2;Internal Data Platform;Data Engineering;$4,02;7,00%;$3,76;$0,26;7,00%
2025-02-21;Friday;Week 8;Month 2;Internal Data Platform;Platform / Cloud Operations;$1,98;7,50%;$1,84;$0,14;7,50%
2025-02-21;Friday;Week 8;Month 2;Internal Data Platform;Product Engineering;$22,20;6,50%;$20,84;$1,35;6,50%
2025-02-22;Saturday;Week 8;Month 2;AI Assistant;AI Engineering;$0,71;11,00%;$0,64;$0,07;11,00%
2025-02-22;Saturday;Week 8;Month 2;AI Assistant;Business Analytics;$0,68;9,00%;$0,62;$0,06;9,00%
2025-02-22;Saturday;Week 8;Month 2;AI Assistant;Data Engineering;$0,65;10,00%;$0,59;$0,06;10,00%
2025-02-22;Saturday;Week 8;Month 2;AI Assistant;Platform / Cloud Operations;$4,68;10,50%;$4,24;$0,44;10,50%
2025-02-22;Saturday;Week 8;Month 2;AI Assistant;Product Engineering;$0,89;9,50%;$0,81;$0,08;9,50%
2025-02-22;Saturday;Week 8;Month 2;Analytics Platform;AI Engineering;$20,27;6,50%;$19,03;$1,24;6,50%
2025-02-22;Saturday;Week 8;Month 2;Analytics Platform;Business Analytics;$15,65;4,50%;$14,97;$0,67;4,50%
2025-02-22;Saturday;Week 8;Month 2;Analytics Platform;Data Engineering;$37,54;5,50%;$35,59;$1,96;5,50%
2025-02-22;Saturday;Week 8;Month 2;Analytics Platform;Platform / Cloud Operations;$0,16;6,00%;$0,16;$0,01;6,00%
2025-02-22;Saturday;Week 8;Month 2;Analytics Platform;Product Engineering;$1,29;5,00%;$1,23;$0,06;5,00%
2025-02-22;Saturday;Week 8;Month 2;Customer App;AI Engineering;$23,54;5,00%;$22,42;$1,12;5,00%
2025-02-22;Saturday;Week 8;Month 2;Customer App;Business Analytics;$4,73;3,00%;$4,59;$0,14;3,00%
2025-02-22;Saturday;Week 8;Month 2;Customer App;Data Engineering;$1,70;4,00%;$1,64;$0,07;4,00%
2025-02-22;Saturday;Week 8;Month 2;Customer App;Platform / Cloud Operations;$0,93;4,50%;$0,89;$0,04;4,50%
2025-02-22;Saturday;Week 8;Month 2;Customer App;Product Engineering;$1,80;3,50%;$1,74;$0,06;3,50%
2025-02-22;Saturday;Week 8;Month 2;Innovation Lab Projects;AI Engineering;$17,98;13,00%;$15,91;$2,07;13,00%
2025-02-22;Saturday;Week 8;Month 2;Innovation Lab Projects;Business Analytics;$77,03;11,00%;$69,40;$7,63;11,00%
2025-02-22;Saturday;Week 8;Month 2;Innovation Lab Projects;Data Engineering;$2,40;12,00%;$2,15;$0,26;12,00%
2025-02-22;Saturday;Week 8;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$27,38;12,50%;$24,34;$3,04;12,50%
2025-02-22;Saturday;Week 8;Month 2;Innovation Lab Projects;Product Engineering;$148,60;11,50%;$133,27;$15,33;11,50%
2025-02-22;Saturday;Week 8;Month 2;Internal Data Platform;AI Engineering;$126,56;8,00%;$117,19;$9,37;8,00%
2025-02-22;Saturday;Week 8;Month 2;Internal Data Platform;Business Analytics;$13,24;6,00%;$12,49;$0,75;6,00%
2025-02-22;Saturday;Week 8;Month 2;Internal Data Platform;Data Engineering;$1,27;7,00%;$1,19;$0,08;7,00%
2025-02-22;Saturday;Week 8;Month 2;Internal Data Platform;Platform / Cloud Operations;$5,24;7,50%;$4,87;$0,37;7,50%
2025-02-22;Saturday;Week 8;Month 2;Internal Data Platform;Product Engineering;$2,44;6,50%;$2,29;$0,15;6,50%
2025-02-23;Sunday;Week 8;Month 2;AI Assistant;AI Engineering;$117,51;11,00%;$105,87;$11,65;11,00%
2025-02-23;Sunday;Week 8;Month 2;AI Assistant;Business Analytics;$84,52;9,00%;$77,54;$6,98;9,00%
2025-02-23;Sunday;Week 8;Month 2;AI Assistant;Data Engineering;$16,29;10,00%;$14,81;$1,48;10,00%
2025-02-23;Sunday;Week 8;Month 2;AI Assistant;Platform / Cloud Operations;$21,02;10,50%;$19,02;$2,00;10,50%
2025-02-23;Sunday;Week 8;Month 2;AI Assistant;Product Engineering;$26,06;9,50%;$23,80;$2,26;9,50%
2025-02-23;Sunday;Week 8;Month 2;Analytics Platform;AI Engineering;$17,56;6,50%;$16,48;$1,07;6,50%
2025-02-23;Sunday;Week 8;Month 2;Analytics Platform;Business Analytics;$6,86;4,50%;$6,56;$0,30;4,50%
2025-02-23;Sunday;Week 8;Month 2;Analytics Platform;Data Engineering;$0,77;5,50%;$0,73;$0,04;5,50%
2025-02-23;Sunday;Week 8;Month 2;Analytics Platform;Platform / Cloud Operations;$23,66;6,00%;$22,32;$1,34;6,00%
2025-02-23;Sunday;Week 8;Month 2;Analytics Platform;Product Engineering;$20,56;5,00%;$19,58;$0,98;5,00%
2025-02-23;Sunday;Week 8;Month 2;Customer App;AI Engineering;$49,13;5,00%;$46,79;$2,34;5,00%
2025-02-23;Sunday;Week 8;Month 2;Customer App;Business Analytics;$110,45;3,00%;$107,23;$3,22;3,00%
2025-02-23;Sunday;Week 8;Month 2;Customer App;Data Engineering;$18,43;4,00%;$17,72;$0,71;4,00%
2025-02-23;Sunday;Week 8;Month 2;Customer App;Platform / Cloud Operations;$6,30;4,50%;$6,03;$0,27;4,50%
2025-02-23;Sunday;Week 8;Month 2;Customer App;Product Engineering;$18,42;3,50%;$17,80;$0,62;3,50%
2025-02-23;Sunday;Week 8;Month 2;Innovation Lab Projects;AI Engineering;$10,21;13,00%;$9,03;$1,17;13,00%
2025-02-23;Sunday;Week 8;Month 2;Innovation Lab Projects;Business Analytics;$162,45;11,00%;$146,35;$16,10;11,00%
2025-02-23;Sunday;Week 8;Month 2;Innovation Lab Projects;Data Engineering;$21,35;12,00%;$19,06;$2,29;12,00%
2025-02-23;Sunday;Week 8;Month 2;Innovation Lab Projects;Platform / Cloud Operations;$2,29;12,50%;$2,04;$0,25;12,50%
2025-02-23;Sunday;Week 8;Month 2;Innovation Lab Projects;Product Engineering;$5,70;11,50%;$5,11;$0,59;11,50%
2025-02-23;Sunday;Week 8;Month 2;Internal Data Platform;AI Engineering;$2,07;8,00%;$1,92;$0,15;8,00%
2025-02-23;Sunday;Week 8;Month 2;Internal Data Platform;Business Analytics;$3,34;6,00%;$3,15;$0,19;6,00%
2025-02-23;Sunday;Week 8;Month 2;Internal Data Platform;Data Engineering;$1,90;7,00%;$1,77;$0,12;7,00%
2025-02-23;Sunday;Week 8;Month 2;Internal Data Platform;Platform / Cloud Operations;$150,47;7,50%;$139,97;$10,50;7,50%
2025-02-23;Sunday;Week 8;Month 2;Internal Data Platform;Product Engineering;$1,52;6,50%;$1,43;$0,09;6,50%
2025-02-24;Monday;Week 9;Month 3;AI Assistant;AI Engineering;$22,90;11,00%;$20,63;$2,27;11,00%
2025-02-24;Monday;Week 9;Month 3;AI Assistant;Business Analytics;$0,50;9,00%;$0,45;$0,04;9,00%
2025-02-24;Monday;Week 9;Month 3;AI Assistant;Data Engineering;$19,42;10,00%;$17,66;$1,77;10,00%
2025-02-24;Monday;Week 9;Month 3;AI Assistant;Platform / Cloud Operations;$122,37;10,50%;$110,74;$11,63;10,50%
2025-02-24;Monday;Week 9;Month 3;AI Assistant;Product Engineering;$7,01;9,50%;$6,41;$0,61;9,50%
2025-02-24;Monday;Week 9;Month 3;Analytics Platform;AI Engineering;$82,10;6,50%;$77,09;$5,01;6,50%
2025-02-24;Monday;Week 9;Month 3;Analytics Platform;Business Analytics;$14,14;4,50%;$13,53;$0,61;4,50%
2025-02-24;Monday;Week 9;Month 3;Analytics Platform;Data Engineering;$150,70;5,50%;$142,84;$7,86;5,50%
2025-02-24;Monday;Week 9;Month 3;Analytics Platform;Platform / Cloud Operations;$40,61;6,00%;$38,31;$2,30;6,00%
2025-02-24;Monday;Week 9;Month 3;Analytics Platform;Product Engineering;$29,23;5,00%;$27,83;$1,39;5,00%
2025-02-24;Monday;Week 9;Month 3;Customer App;AI Engineering;$13,32;5,00%;$12,68;$0,63;5,00%
2025-02-24;Monday;Week 9;Month 3;Customer App;Business Analytics;$5,30;3,00%;$5,14;$0,15;3,00%
2025-02-24;Monday;Week 9;Month 3;Customer App;Data Engineering;$1,13;4,00%;$1,09;$0,04;4,00%
2025-02-24;Monday;Week 9;Month 3;Customer App;Platform / Cloud Operations;$18,27;4,50%;$17,48;$0,79;4,50%
2025-02-24;Monday;Week 9;Month 3;Customer App;Product Engineering;$21,72;3,50%;$20,98;$0,73;3,50%
2025-02-24;Monday;Week 9;Month 3;Innovation Lab Projects;AI Engineering;$2,08;13,00%;$1,84;$0,24;13,00%
2025-02-24;Monday;Week 9;Month 3;Innovation Lab Projects;Business Analytics;$24,93;11,00%;$22,46;$2,47;11,00%
2025-02-24;Monday;Week 9;Month 3;Innovation Lab Projects;Data Engineering;$135,60;12,00%;$121,07;$14,53;12,00%
2025-02-24;Monday;Week 9;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$44,56;12,50%;$39,61;$4,95;12,50%
2025-02-24;Monday;Week 9;Month 3;Innovation Lab Projects;Product Engineering;$7,07;11,50%;$6,34;$0,73;11,50%
2025-02-24;Monday;Week 9;Month 3;Internal Data Platform;AI Engineering;$20,42;8,00%;$18,91;$1,51;8,00%
2025-02-24;Monday;Week 9;Month 3;Internal Data Platform;Business Analytics;$104,63;6,00%;$98,71;$5,92;6,00%
2025-02-24;Monday;Week 9;Month 3;Internal Data Platform;Data Engineering;$84,06;7,00%;$78,56;$5,50;7,00%
2025-02-24;Monday;Week 9;Month 3;Internal Data Platform;Platform / Cloud Operations;$6,00;7,50%;$5,58;$0,42;7,50%
2025-02-24;Monday;Week 9;Month 3;Internal Data Platform;Product Engineering;$8,50;6,50%;$7,99;$0,52;6,50%
2025-02-25;Tuesday;Week 9;Month 3;AI Assistant;AI Engineering;$8,69;11,00%;$7,83;$0,86;11,00%
2025-02-25;Tuesday;Week 9;Month 3;AI Assistant;Business Analytics;$38,24;9,00%;$35,08;$3,16;9,00%
2025-02-25;Tuesday;Week 9;Month 3;AI Assistant;Data Engineering;$72,00;10,00%;$65,46;$6,55;10,00%
2025-02-25;Tuesday;Week 9;Month 3;AI Assistant;Platform / Cloud Operations;$24,70;10,50%;$22,35;$2,35;10,50%
2025-02-25;Tuesday;Week 9;Month 3;AI Assistant;Product Engineering;$10,99;9,50%;$10,03;$0,95;9,50%
2025-02-25;Tuesday;Week 9;Month 3;Analytics Platform;AI Engineering;$113,25;6,50%;$106,34;$6,91;6,50%
2025-02-25;Tuesday;Week 9;Month 3;Analytics Platform;Business Analytics;$5,71;4,50%;$5,47;$0,25;4,50%
2025-02-25;Tuesday;Week 9;Month 3;Analytics Platform;Data Engineering;$8,31;5,50%;$7,87;$0,43;5,50%
2025-02-25;Tuesday;Week 9;Month 3;Analytics Platform;Platform / Cloud Operations;$1,04;6,00%;$0,98;$0,06;6,00%
2025-02-25;Tuesday;Week 9;Month 3;Analytics Platform;Product Engineering;$20,16;5,00%;$19,20;$0,96;5,00%
2025-02-25;Tuesday;Week 9;Month 3;Customer App;AI Engineering;$13,93;5,00%;$13,27;$0,66;5,00%
2025-02-25;Tuesday;Week 9;Month 3;Customer App;Business Analytics;$48,23;3,00%;$46,82;$1,40;3,00%
2025-02-25;Tuesday;Week 9;Month 3;Customer App;Data Engineering;$11,87;4,00%;$11,42;$0,46;4,00%
2025-02-25;Tuesday;Week 9;Month 3;Customer App;Platform / Cloud Operations;$5,31;4,50%;$5,08;$0,23;4,50%
2025-02-25;Tuesday;Week 9;Month 3;Customer App;Product Engineering;$18,90;3,50%;$18,26;$0,64;3,50%
2025-02-25;Tuesday;Week 9;Month 3;Innovation Lab Projects;AI Engineering;$152,27;13,00%;$134,75;$17,52;13,00%
2025-02-25;Tuesday;Week 9;Month 3;Innovation Lab Projects;Business Analytics;$19,24;11,00%;$17,33;$1,91;11,00%
2025-02-25;Tuesday;Week 9;Month 3;Innovation Lab Projects;Data Engineering;$1,27;12,00%;$1,13;$0,14;12,00%
2025-02-25;Tuesday;Week 9;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$5,56;12,50%;$4,94;$0,62;12,50%
2025-02-25;Tuesday;Week 9;Month 3;Innovation Lab Projects;Product Engineering;$0,99;11,50%;$0,88;$0,10;11,50%
2025-02-25;Tuesday;Week 9;Month 3;Internal Data Platform;AI Engineering;$5,21;8,00%;$4,82;$0,39;8,00%
2025-02-25;Tuesday;Week 9;Month 3;Internal Data Platform;Business Analytics;$4,01;6,00%;$3,78;$0,23;6,00%
2025-02-25;Tuesday;Week 9;Month 3;Internal Data Platform;Data Engineering;$1,00;7,00%;$0,93;$0,07;7,00%
2025-02-25;Tuesday;Week 9;Month 3;Internal Data Platform;Platform / Cloud Operations;$181,20;7,50%;$168,55;$12,64;7,50%
2025-02-25;Tuesday;Week 9;Month 3;Internal Data Platform;Product Engineering;$2,58;6,50%;$2,42;$0,16;6,50%
2025-02-26;Wednesday;Week 9;Month 3;AI Assistant;AI Engineering;$0,53;12,00%;$0,47;$0,06;12,00%
2025-02-26;Wednesday;Week 9;Month 3;AI Assistant;Business Analytics;$119,67;10,00%;$108,79;$10,88;10,00%
2025-02-26;Wednesday;Week 9;Month 3;AI Assistant;Data Engineering;$9,45;11,00%;$8,52;$0,94;11,00%
2025-02-26;Wednesday;Week 9;Month 3;AI Assistant;Platform / Cloud Operations;$1,78;11,50%;$1,59;$0,18;11,50%
2025-02-26;Wednesday;Week 9;Month 3;AI Assistant;Product Engineering;$14,08;10,50%;$12,74;$1,34;10,50%
2025-02-26;Wednesday;Week 9;Month 3;Analytics Platform;AI Engineering;$5,24;7,50%;$4,87;$0,37;7,50%
2025-02-26;Wednesday;Week 9;Month 3;Analytics Platform;Business Analytics;$7,08;5,50%;$6,71;$0,37;5,50%
2025-02-26;Wednesday;Week 9;Month 3;Analytics Platform;Data Engineering;$1,67;6,50%;$1,57;$0,10;6,50%
2025-02-26;Wednesday;Week 9;Month 3;Analytics Platform;Platform / Cloud Operations;$8,00;7,00%;$7,47;$0,52;7,00%
2025-02-26;Wednesday;Week 9;Month 3;Analytics Platform;Product Engineering;$13,85;6,00%;$13,07;$0,78;6,00%
2025-02-26;Wednesday;Week 9;Month 3;Customer App;AI Engineering;$25,52;6,00%;$24,08;$1,44;6,00%
2025-02-26;Wednesday;Week 9;Month 3;Customer App;Business Analytics;$192,87;4,00%;$185,45;$7,42;4,00%
2025-02-26;Wednesday;Week 9;Month 3;Customer App;Data Engineering;$2,70;5,00%;$2,58;$0,13;5,00%
2025-02-26;Wednesday;Week 9;Month 3;Customer App;Platform / Cloud Operations;$173,56;5,50%;$164,51;$9,05;5,50%
2025-02-26;Wednesday;Week 9;Month 3;Customer App;Product Engineering;$18,64;4,50%;$17,84;$0,80;4,50%
2025-02-26;Wednesday;Week 9;Month 3;Innovation Lab Projects;AI Engineering;$8,33;14,00%;$7,30;$1,02;14,00%
2025-02-26;Wednesday;Week 9;Month 3;Innovation Lab Projects;Business Analytics;$143,63;12,00%;$128,24;$15,39;12,00%
2025-02-26;Wednesday;Week 9;Month 3;Innovation Lab Projects;Data Engineering;$59,67;13,00%;$52,80;$6,86;13,00%
2025-02-26;Wednesday;Week 9;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$1,07;13,50%;$0,95;$0,13;13,50%
2025-02-26;Wednesday;Week 9;Month 3;Innovation Lab Projects;Product Engineering;$94,03;12,50%;$83,58;$10,45;12,50%
2025-02-26;Wednesday;Week 9;Month 3;Internal Data Platform;AI Engineering;$15,96;9,00%;$14,64;$1,32;9,00%
2025-02-26;Wednesday;Week 9;Month 3;Internal Data Platform;Business Analytics;$168,36;7,00%;$157,34;$11,01;7,00%
2025-02-26;Wednesday;Week 9;Month 3;Internal Data Platform;Data Engineering;$167,38;8,00%;$154,99;$12,40;8,00%
2025-02-26;Wednesday;Week 9;Month 3;Internal Data Platform;Platform / Cloud Operations;$58,31;8,50%;$53,74;$4,57;8,50%
2025-02-26;Wednesday;Week 9;Month 3;Internal Data Platform;Product Engineering;$3,22;7,50%;$2,99;$0,22;7,50%
2025-02-27;Thursday;Week 9;Month 3;AI Assistant;AI Engineering;$6,55;12,00%;$5,85;$0,70;12,00%
2025-02-27;Thursday;Week 9;Month 3;AI Assistant;Business Analytics;$0,69;10,00%;$0,63;$0,06;10,00%
2025-02-27;Thursday;Week 9;Month 3;AI Assistant;Data Engineering;$4,91;11,00%;$4,42;$0,49;11,00%
2025-02-27;Thursday;Week 9;Month 3;AI Assistant;Platform / Cloud Operations;$60,75;11,50%;$54,48;$6,27;11,50%
2025-02-27;Thursday;Week 9;Month 3;AI Assistant;Product Engineering;$18,30;10,50%;$16,56;$1,74;10,50%
2025-02-27;Thursday;Week 9;Month 3;Analytics Platform;AI Engineering;$13,03;7,50%;$12,12;$0,91;7,50%
2025-02-27;Thursday;Week 9;Month 3;Analytics Platform;Business Analytics;$8,07;5,50%;$7,65;$0,42;5,50%
2025-02-27;Thursday;Week 9;Month 3;Analytics Platform;Data Engineering;$1,15;6,50%;$1,08;$0,07;6,50%
2025-02-27;Thursday;Week 9;Month 3;Analytics Platform;Platform / Cloud Operations;$206,07;7,00%;$192,59;$13,48;7,00%
2025-02-27;Thursday;Week 9;Month 3;Analytics Platform;Product Engineering;$9,50;6,00%;$8,96;$0,54;6,00%
2025-02-27;Thursday;Week 9;Month 3;Customer App;AI Engineering;$9,70;6,00%;$9,15;$0,55;6,00%
2025-02-27;Thursday;Week 9;Month 3;Customer App;Business Analytics;$19,46;4,00%;$18,71;$0,75;4,00%
2025-02-27;Thursday;Week 9;Month 3;Customer App;Data Engineering;$6,09;5,00%;$5,80;$0,29;5,00%
2025-02-27;Thursday;Week 9;Month 3;Customer App;Platform / Cloud Operations;$2,65;5,50%;$2,51;$0,14;5,50%
2025-02-27;Thursday;Week 9;Month 3;Customer App;Product Engineering;$16,52;4,50%;$15,81;$0,71;4,50%
2025-02-27;Thursday;Week 9;Month 3;Innovation Lab Projects;AI Engineering;$1,80;14,00%;$1,58;$0,22;14,00%
2025-02-27;Thursday;Week 9;Month 3;Innovation Lab Projects;Business Analytics;$40,52;12,00%;$36,18;$4,34;12,00%
2025-02-27;Thursday;Week 9;Month 3;Innovation Lab Projects;Data Engineering;$0,66;13,00%;$0,58;$0,08;13,00%
2025-02-27;Thursday;Week 9;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$2,54;13,50%;$2,24;$0,30;13,50%
2025-02-27;Thursday;Week 9;Month 3;Innovation Lab Projects;Product Engineering;$55,37;12,50%;$49,21;$6,15;12,50%
2025-02-27;Thursday;Week 9;Month 3;Internal Data Platform;AI Engineering;$81,54;9,00%;$74,81;$6,73;9,00%
2025-02-27;Thursday;Week 9;Month 3;Internal Data Platform;Business Analytics;$155,95;7,00%;$145,75;$10,20;7,00%
2025-02-27;Thursday;Week 9;Month 3;Internal Data Platform;Data Engineering;$146,68;8,00%;$135,82;$10,87;8,00%
2025-02-27;Thursday;Week 9;Month 3;Internal Data Platform;Platform / Cloud Operations;$7,39;8,50%;$6,81;$0,58;8,50%
2025-02-27;Thursday;Week 9;Month 3;Internal Data Platform;Product Engineering;$4,41;7,50%;$4,10;$0,31;7,50%
2025-02-28;Friday;Week 9;Month 3;AI Assistant;AI Engineering;$5,11;12,00%;$4,56;$0,55;12,00%
2025-02-28;Friday;Week 9;Month 3;AI Assistant;Business Analytics;$188,00;10,00%;$170,91;$17,09;10,00%
2025-02-28;Friday;Week 9;Month 3;AI Assistant;Data Engineering;$1,73;11,00%;$1,56;$0,17;11,00%
2025-02-28;Friday;Week 9;Month 3;AI Assistant;Platform / Cloud Operations;$7,13;11,50%;$6,39;$0,74;11,50%
2025-02-28;Friday;Week 9;Month 3;AI Assistant;Product Engineering;$2,95;10,50%;$2,67;$0,28;10,50%
2025-02-28;Friday;Week 9;Month 3;Analytics Platform;AI Engineering;$1,74;7,50%;$1,62;$0,12;7,50%
2025-02-28;Friday;Week 9;Month 3;Analytics Platform;Business Analytics;$195,72;5,50%;$185,52;$10,20;5,50%
2025-02-28;Friday;Week 9;Month 3;Analytics Platform;Data Engineering;$5,71;6,50%;$5,36;$0,35;6,50%
2025-02-28;Friday;Week 9;Month 3;Analytics Platform;Platform / Cloud Operations;$119,93;7,00%;$112,08;$7,85;7,00%
2025-02-28;Friday;Week 9;Month 3;Analytics Platform;Product Engineering;$5,24;6,00%;$4,94;$0,30;6,00%
2025-02-28;Friday;Week 9;Month 3;Customer App;AI Engineering;$6,50;6,00%;$6,13;$0,37;6,00%
2025-02-28;Friday;Week 9;Month 3;Customer App;Business Analytics;$201,30;4,00%;$193,56;$7,74;4,00%
2025-02-28;Friday;Week 9;Month 3;Customer App;Data Engineering;$6,71;5,00%;$6,39;$0,32;5,00%
2025-02-28;Friday;Week 9;Month 3;Customer App;Platform / Cloud Operations;$107,64;5,50%;$102,03;$5,61;5,50%
2025-02-28;Friday;Week 9;Month 3;Customer App;Product Engineering;$80,90;4,50%;$77,42;$3,48;4,50%
2025-02-28;Friday;Week 9;Month 3;Innovation Lab Projects;AI Engineering;$75,06;14,00%;$65,85;$9,22;14,00%
2025-02-28;Friday;Week 9;Month 3;Innovation Lab Projects;Business Analytics;$6,54;12,00%;$5,84;$0,70;12,00%
2025-02-28;Friday;Week 9;Month 3;Innovation Lab Projects;Data Engineering;$198,38;13,00%;$175,56;$22,82;13,00%
2025-02-28;Friday;Week 9;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$40,49;13,50%;$35,68;$4,82;13,50%
2025-02-28;Friday;Week 9;Month 3;Innovation Lab Projects;Product Engineering;$0,34;12,50%;$0,30;$0,04;12,50%
2025-02-28;Friday;Week 9;Month 3;Internal Data Platform;AI Engineering;$2,81;9,00%;$2,58;$0,23;9,00%
2025-02-28;Friday;Week 9;Month 3;Internal Data Platform;Business Analytics;$10,52;7,00%;$9,83;$0,69;7,00%
2025-02-28;Friday;Week 9;Month 3;Internal Data Platform;Data Engineering;$125,54;8,00%;$116,24;$9,30;8,00%
2025-02-28;Friday;Week 9;Month 3;Internal Data Platform;Platform / Cloud Operations;$11,09;8,50%;$10,23;$0,87;8,50%
2025-02-28;Friday;Week 9;Month 3;Internal Data Platform;Product Engineering;$17,27;7,50%;$16,07;$1,21;7,50%
2025-03-01;Saturday;Week 9;Month 3;AI Assistant;AI Engineering;$5,99;12,00%;$5,35;$0,64;12,00%
2025-03-01;Saturday;Week 9;Month 3;AI Assistant;Business Analytics;$1,78;10,00%;$1,62;$0,16;10,00%
2025-03-01;Saturday;Week 9;Month 3;AI Assistant;Data Engineering;$10,19;11,00%;$9,18;$1,01;11,00%
2025-03-01;Saturday;Week 9;Month 3;AI Assistant;Platform / Cloud Operations;$1,74;11,50%;$1,56;$0,18;11,50%
2025-03-01;Saturday;Week 9;Month 3;AI Assistant;Product Engineering;$155,39;10,50%;$140,62;$14,77;10,50%
2025-03-01;Saturday;Week 9;Month 3;Analytics Platform;AI Engineering;$7,42;7,50%;$6,90;$0,52;7,50%
2025-03-01;Saturday;Week 9;Month 3;Analytics Platform;Business Analytics;$5,02;5,50%;$4,76;$0,26;5,50%
2025-03-01;Saturday;Week 9;Month 3;Analytics Platform;Data Engineering;$150,98;6,50%;$141,76;$9,21;6,50%
2025-03-01;Saturday;Week 9;Month 3;Analytics Platform;Platform / Cloud Operations;$13,38;7,00%;$12,50;$0,88;7,00%
2025-03-01;Saturday;Week 9;Month 3;Analytics Platform;Product Engineering;$16,97;6,00%;$16,01;$0,96;6,00%
2025-03-01;Saturday;Week 9;Month 3;Customer App;AI Engineering;$1,43;6,00%;$1,35;$0,08;6,00%
2025-03-01;Saturday;Week 9;Month 3;Customer App;Business Analytics;$2,29;4,00%;$2,20;$0,09;4,00%
2025-03-01;Saturday;Week 9;Month 3;Customer App;Data Engineering;$69,12;5,00%;$65,83;$3,29;5,00%
2025-03-01;Saturday;Week 9;Month 3;Customer App;Platform / Cloud Operations;$5,80;5,50%;$5,50;$0,30;5,50%
2025-03-01;Saturday;Week 9;Month 3;Customer App;Product Engineering;$4,12;4,50%;$3,94;$0,18;4,50%
2025-03-01;Saturday;Week 9;Month 3;Innovation Lab Projects;AI Engineering;$23,78;14,00%;$20,86;$2,92;14,00%
2025-03-01;Saturday;Week 9;Month 3;Innovation Lab Projects;Business Analytics;$200,28;12,00%;$178,82;$21,46;12,00%
2025-03-01;Saturday;Week 9;Month 3;Innovation Lab Projects;Data Engineering;$0,36;13,00%;$0,32;$0,04;13,00%
2025-03-01;Saturday;Week 9;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$62,60;13,50%;$55,15;$7,45;13,50%
2025-03-01;Saturday;Week 9;Month 3;Innovation Lab Projects;Product Engineering;$7,63;12,50%;$6,78;$0,85;12,50%
2025-03-01;Saturday;Week 9;Month 3;Internal Data Platform;AI Engineering;$188,26;9,00%;$172,71;$15,54;9,00%
2025-03-01;Saturday;Week 9;Month 3;Internal Data Platform;Business Analytics;$137,41;7,00%;$128,42;$8,99;7,00%
2025-03-01;Saturday;Week 9;Month 3;Internal Data Platform;Data Engineering;$9,76;8,00%;$9,04;$0,72;8,00%
